coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,year
IL-501,"Rockford/Winnebago, Boone Counties CoC",852.0,637.0,215.0,154.0,172016,153793,18223,345857,7437.0,6533.0,904.0,51590,36282.64794698387,37074.74860752133,85208.51830842427,51.37,1458.9163,8119.985600000001,2012
IL-502,"Waukegan, North Chicago/Lake County CoC",450.0,445.0,5.0,66.0,365531,335653,29878,702117,8892.0,8358.0,534.0,64229,66002.0,75364.73653964425,174380.68934611094,51.37,1458.9163,8119.985599999999,2012
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",209.0,183.0,26.0,25.0,107160,99565,7595,204697,3360.0,3326.0,34.0,38301,39959.0,57801.00391681265,120042.7863792955,51.36999999999999,1458.9163,8119.9856,2012
IL-504,Madison County CoC,196.0,182.0,14.0,11.0,135081,123107,11974,268124,3325.0,2992.0,333.0,34325,38621.0,37429.63078252288,96660.7961186493,51.37,1458.9163,8119.9856,2012
IL-506,"Joliet, Bolingbrook/Will County CoC",291.0,282.0,9.0,15.0,89582,81258,8324,168416,653.0,617.0,36.0,10110,47930.69450052251,86592.84309293213,151341.3424176338,51.37,1458.9163,8119.985599999999,2012
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",376.0,367.0,9.0,48.0,204177,187832,16345,398934,9137.0,8289.0,848.0,54300,44112.260321256144,38788.929843254475,93944.88353684098,51.37,1458.9163,8119.985600000001,2012
IL-512,Bloomington/Central Illinois CoC,668.0,452.0,216.0,60.0,263028,241598,21430,522182,7992.0,7059.0,933.0,75580,38229.820945570704,41090.65484139042,91609.00275777225,51.36999999999999,1458.9163,8119.9856,2012
IL-513,Springfield/Sangamon County CoC,251.0,242.0,9.0,97.0,104950,97124,7826,199431,4036.0,3632.0,404.0,27363,40892.0,43569.62908248292,99605.58338311715,51.37,1458.9162999999999,8119.9856,2012
IL-515,South Central Illinois CoC,124.0,124.0,0.0,12.0,200623,183015,17608,407656,4116.0,3731.0,385.0,55945,36239.43779804541,21351.26211392381,62222.29033261734,51.37,1458.9163,8119.9856,2012
IL-516,Decatur/Macon County CoC,210.0,158.0,52.0,49.0,54340,48944,5396,110162,3510.0,3264.0,246.0,23220,41461.0,22034.595427515975,66094.19157867915,51.37,1458.9163,8119.9856,2012
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",263.0,235.0,28.0,12.0,282121,258186,23935,555029,9812.0,9200.0,612.0,67876,38558.524810415314,32269.189619142988,80664.79139878147,51.37,1458.9163,8119.985599999999,2012
IL-519,West Central Illinois CoC,172.0,149.0,23.0,17.0,111428,103164,8264,227953,4309.0,3960.0,349.0,31082,36229.01395024413,19618.02251156376,52323.4627932691,51.37,1458.9163,8119.9856,2012
IL-520,Southern Illinois CoC,411.0,341.0,70.0,30.0,238698,217665,21033,513406,9830.0,8965.0,865.0,84963,34947.14156242817,12538.795132154808,46631.14752730624,51.37,1458.9163,8119.9856,2012
IN-502,Indiana Balance of State CoC,4612.0,3896.0,716.0,251.0,2498658,2299319,199339,5161175,67040.0,62323.0,4717.0,719646,38520.82546784405,54732.02071727019,110832.81653797143,51.81,1335.6049,7015.368599999999,2012
IN-503,Indianapolis CoC,1647.0,1474.0,173.0,294.0,458702,416997,41705,919917,18918.0,16647.0,2271.0,194724,45929.0,27784.33627438039,84262.88689825092,51.81,1335.6049000000003,7015.3686,2012
KS-502,Wichita/Sedgwick County CoC,550.0,475.0,75.0,138.0,247647,230665,16982,504171,5254.0,4728.0,526.0,81454,47698.0,52766.21282093316,105779.26903849868,54.68,1060.2764,7772.6304,2012
KS-503,Topeka/Shawnee County CoC,577.0,527.0,50.0,56.0,92329,86629,5700,179013,3399.0,3229.0,170.0,28590,39928.0,52714.805843827424,103811.51164917498,54.68,1060.2764,7772.630400000001,2012
KS-505,"Overland Park, Shawnee/Johnson County CoC",288.0,220.0,68.0,13.0,311453,297179,14274,559647,3348.0,3180.0,168.0,37683,59277.0,132524.6160511377,202345.0979296927,54.68,1060.2764,7772.630399999999,2012
KS-507,Kansas Balance of State CoC,1043.0,982.0,61.0,115.0,764755,722800,41955,1483769,18473.0,16259.0,2214.0,207001,39140.96971024465,31882.47861275215,61572.40757445199,54.68,1060.2764,7772.6304,2012
KY-500,Kentucky Balance of State CoC,2328.0,1627.0,701.0,233.0,1510994,1382309,128685,3330001,57219.0,53309.0,3910.0,635092,33602.65338178577,31845.923807261715,83550.46641159842,55.620000000000005,1636.0945,7538.817399999999,2012
KY-501,Louisville-Jefferson County CoC,1532.0,1380.0,152.0,187.0,382783,352232,30551,751802,22321.0,21428.0,893.0,134160,43567.0,51325.07853117035,119409.63292538364,55.61999999999999,1636.0945000000002,7538.8174,2012
KY-502,Lexington-Fayette County CoC,1370.0,1312.0,58.0,209.0,166321,156575,9746,306062,6519.0,6323.0,196.0,51815,42426.0,83088.88558312277,142134.23369594754,55.61999999999999,1636.0945,7538.817400000001,2012
MA-503,Cape Cod Islands CoC,364.0,316.0,48.0,68.0,120581,110487,10094,231692,3773.0,3699.0,74.0,23679,57461.15964297429,211359.3392048732,339187.6965525593,48.14,2437.8492,9734.3036,2012
MA-504,Springfield/Hampden County CoC,2444.0,2409.0,35.0,155.0,220397,201431,18966,467009,21048.0,20627.0,421.0,86048,42575.0,106246.77308414846,170980.31712107084,48.14,2437.8492,9734.3036,2012
MA-506,Worcester City & County CoC,1572.0,1499.0,73.0,35.0,420218,389862,30356,807047,17975.0,17435.0,540.0,92215,47463.0,127356.34547392074,210492.32433355876,48.14,2437.8492,9734.3036,2012
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",717.0,658.0,59.0,155.0,191955,179614,12341,362532,8062.0,7733.0,329.0,43997,44316.31210762085,126760.55296804191,201515.02560069258,48.14,2437.8492,9734.3036,2012
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1424.0,1364.0,60.0,134.0,261840,243404,18436,499545,9628.0,9339.0,289.0,38245,52956.0,165768.69892336646,278187.17206240684,48.14,2437.8492,9734.3036,2012
MD-502,Harford County CoC,189.0,177.0,12.0,30.0,135618,126328,9290,248609,3220.0,2865.0,355.0,19458,49044.0,147966.91601164147,239351.30371048025,54.61,1711.4234,8773.3458,2012
MD-503,Annapolis/Anne Arundel County CoC,373.0,311.0,62.0,41.0,293879,276469,17410,550476,6186.0,5443.0,743.0,33954,57046.0,176378.3311916511,282650.84482427797,54.61,1711.4234,8773.3458,2012
MD-504,Howard County CoC,230.0,148.0,82.0,54.0,168338,160013,8325,299223,3193.0,2905.0,288.0,15686,69554.0,238919.9457840853,374590.6129281493,54.61,1711.4234,8773.3458,2012
MD-505,Baltimore County CoC,800.0,522.0,278.0,244.0,440412,408491,31921,818218,10842.0,10625.0,217.0,77084,51260.0,113754.59737807466,196518.6982133851,54.61,1711.4234,8773.3458,2012
MD-506,Carroll County CoC,167.0,131.0,36.0,20.0,93319,87885,5434,167085,1226.0,1164.0,62.0,10315,51653.0,171147.7423915347,260381.89527941585,54.61,1711.4234,8773.3458,2012
MD-509,Frederick City & County CoC,285.0,213.0,72.0,95.0,128681,120933,7748,239705,2220.0,2064.0,156.0,16116,51702.0,155617.6182316136,252898.77290598408,54.61000000000001,1711.4234,8773.3458,2012
MD-511,Mid-Shore Regional CoC,80.0,73.0,7.0,6.0,63842,58588,5254,123101,1549.0,1431.0,118.0,17196,46158.43718572554,84122.46324328914,178448.7200851047,54.60999999999999,1711.4234,8773.3458,2012
MD-513,"Wicomico, Somerset, Worcester Counties CoC",221.0,221.0,0.0,27.0,86325,77230,9095,178215,2687.0,2343.0,344.0,27777,37183.02349409421,67214.36163684956,145838.23423424637,54.60999999999999,1711.4233999999997,8773.3458,2012
MD-601,Montgomery County CoC,982.0,852.0,130.0,199.0,540810,513193,27617,1005310,14765.0,13879.0,886.0,66074,76602.0,205148.38047069288,376663.34513726766,54.61,1711.4234,8773.3458,2012
ME-500,Maine Balance of State CoC,2393.0,2360.0,33.0,233.0,700737,650319,50418,1328094,26941.0,25879.0,1062.0,186483,40495.98437234112,88090.69135081844,151217.64887849652,43.09,2292.0584,8321.8869,2012
MI-500,Michigan Balance of State CoC,2335.0,1912.0,423.0,112.0,897162,810417,86745,1961948,25336.0,23964.0,1372.0,325962,33485.834441585605,22111.086463159463,72110.45442834274,46.64,1328.8029999999999,7465.1266000000005,2012
MI-503,"St. Clair Shores, Warren/Macomb County CoC",607.0,301.0,306.0,128.0,412673,372357,40316,849761,8434.0,8096.0,338.0,104476,38347.0,35285.94556935675,88576.55538650602,46.64,1328.803,7465.1266,2012
MI-504,"Pontiac, Royal Oak/Oakland County CoC",743.0,506.0,237.0,41.0,617642,567085,50557,1223723,14602.0,13579.0,1023.0,127251,58254.0,57300.59320141337,138407.37085596865,46.64,1328.803,7465.1266000000005,2012
MI-505,Flint/Genesee County CoC,435.0,289.0,146.0,69.0,179625,161660,17965,418243,6472.0,5760.0,712.0,88023,33382.0,9937.298051508482,43393.81307855147,46.64,1328.803,7465.1266,2012
MI-506,"Grand Rapids, Wyoming/Kent County CoC",712.0,682.0,30.0,91.0,321042,299448,21594,615871,11108.0,10663.0,445.0,101609,45803.0,53967.797015931304,115775.23941935494,46.64,1328.803,7465.1266,2012
MI-507,"Portage, Kalamazoo City & County CoC",729.0,708.0,21.0,53.0,125104,116156,8948,255413,4815.0,4526.0,289.0,43431,39999.0,41034.21993580834,106889.5461968225,46.64,1328.8029999999999,7465.1266,2012
MI-508,"Lansing, East Lansing/Ingham County CoC",470.0,400.0,70.0,90.0,143745,132626,11119,283592,6444.0,5928.0,516.0,67220,34492.0,27141.847177519496,78908.4043955979,46.64,1328.803,7465.1266,2012
MI-509,Washtenaw County CoC,381.0,338.0,43.0,81.0,182378,171675,10703,352685,6792.0,6384.0,408.0,53693,48200.0,72949.29547136706,168988.0936022567,46.64,1328.803,7465.1266,2012
MI-510,Saginaw City & County CoC,402.0,325.0,77.0,26.0,89033,80916,8117,198409,4085.0,3880.0,205.0,37072,32443.0,13006.187698732176,61263.639366900265,46.64,1328.803,7465.126599999999,2012
MI-511,Lenawee County CoC,118.0,96.0,22.0,7.0,47688,43745,3943,99041,988.0,948.0,40.0,12587,33278.0,23810.425622445204,80147.17500302671,46.64,1328.803,7465.1266000000005,2012
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",316.0,268.0,48.0,89.0,82798,75331,7467,168292,1087.0,1013.0,74.0,19811,39665.650470610606,52676.866608931094,126397.25207488234,46.64,1328.803,7465.1266,2012
MI-514,Battle Creek/Calhoun County CoC,216.0,160.0,56.0,26.0,62460,57308,5152,134755,2458.0,2310.0,148.0,23897,34186.0,18686.41928897404,62714.828302092785,46.64,1328.803,7465.1266,2012
MI-515,Monroe City & County CoC,113.0,109.0,4.0,21.0,73897,68251,5646,150835,2206.0,2095.0,111.0,17718,37890.0,38939.893994849546,112021.73547595409,46.64,1328.803,7465.1266,2012
MI-516,"Norton Shores, Muskegon City & County CoC",457.0,225.0,232.0,56.0,75915,68384,7531,170191,2747.0,2609.0,138.0,35416,32037.0,22314.416426353262,67932.36093503381,46.64,1328.803,7465.1266,2012
MI-517,Jackson City & County CoC,256.0,200.0,56.0,40.0,71833,65789,6044,159988,2875.0,2760.0,115.0,29034,32485.0,19112.78967085961,65867.82953715151,46.64,1328.803,7465.1266,2012
MI-518,Livingston County CoC,150.0,79.0,71.0,19.0,93382,86053,7329,182805,508.0,477.0,31.0,12262,46007.0,83990.54932085724,162778.7246668617,46.63999999999999,1328.803,7465.1266,2012
MI-519,Holland/Ottawa County CoC,322.0,319.0,3.0,20.0,142161,132919,9242,270868,1043.0,1001.0,42.0,28150,39215.0,73423.63793146785,127872.53009459584,46.64,1328.803,7465.1266,2012
MI-523,Eaton County CoC,239.0,134.0,105.0,9.0,55109,51340,3769,108013,862.0,810.0,52.0,10702,34957.0,50388.35651751393,108081.55454569467,46.64,1328.803,7465.1266,2012
MN-500,Minneapolis/Hennepin County CoC,3285.0,3141.0,144.0,740.0,660564,625770,34794,1184545,26612.0,25813.0,799.0,151955,61949.0,97781.20799397829,180873.93958368452,42.98,2361.9654,8946.6706,2012
MN-501,St. Paul/Ramsey County CoC,1218.0,1107.0,111.0,383.0,273270,257449,15821,521091,16850.0,16513.0,337.0,85195,45003.0,85593.76983729358,151932.46570531325,42.98,2361.9654,8946.6706,2012
MN-502,Rochester/Southeast Minnesota CoC,379.0,359.0,20.0,68.0,375464,356135,19329,663721,10417.0,9643.0,774.0,71283,43448.854413224835,69515.6652298549,131677.3463171691,42.98,2361.9654,8946.6706,2012
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",853.0,667.0,186.0,196.0,677963,641559,36404,1213452,10541.0,10271.0,270.0,82598,49146.9476287484,111186.29241314132,183904.36957502362,42.98,2361.9654,8946.6706,2012
MN-504,Northeast Minnesota CoC,178.0,80.0,98.0,22.0,62280,57663,4617,125591,1908.0,1693.0,215.0,15990,35415.21807295109,44274.36834842949,117938.10536007783,42.98,2361.9654,8946.6706,2012
MN-505,St. Cloud/Central Minnesota CoC,547.0,407.0,140.0,169.0,387790,362569,25221,718732,6979.0,6535.0,444.0,74937,38133.23341245415,70077.01877805973,138689.55323487805,42.98,2361.9654,8946.6706,2012
MN-506,Northwest Minnesota CoC,301.0,250.0,51.0,40.0,88054,82006,6048,164033,3304.0,3012.0,292.0,22976,39911.73118823651,31219.562653000936,67338.4823974384,42.98,2361.9654,8946.6706,2012
MN-508,Moorhead/West Central Minnesota CoC,254.0,224.0,30.0,27.0,130300,123338,6962,236898,4108.0,3789.0,319.0,26457,42918.93170900556,64071.04043904389,120716.8058226144,42.98,2361.9654,8946.6706,2012
MN-511,Southwest Minnesota CoC,161.0,133.0,28.0,9.0,151158,142830,8328,271976,4932.0,4372.0,560.0,29062,44539.24573859458,29938.792686867997,79808.71740793686,42.98,2361.9653999999996,8946.6706,2012
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",1023.0,544.0,479.0,92.0,43024,39476,3548,86013,1464.0,1229.0,235.0,10787,33320.33397277156,49869.99682413472,152999.12549411456,54.70000000000001,1410.307,7244.7951,2012
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",662.0,494.0,168.0,85.0,199333,186995,12338,396696,3047.0,2918.0,129.0,63846,35441.37408494162,59426.84426335884,108671.00463926508,54.699999999999996,1410.307,7244.7951,2012
MO-602,"Joplin/Jasper, Newton Counties CoC",1724.0,1666.0,58.0,61.0,87020,81639,5381,174464,2249.0,2013.0,236.0,30622,34653.840717855834,24307.04114902981,67569.98014556116,54.7,1410.307,7244.7951,2012
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",186.0,171.0,15.0,58.0,61262,57402,3860,120056,2263.0,1975.0,288.0,19690,34197.70674518558,36312.45033792555,90141.63842278531,54.70000000000001,1410.307,7244.795099999999,2012
MO-606,Missouri Balance of State CoC,2114.0,1469.0,645.0,263.0,1143382,1057652,85730,2440653,28011.0,25277.0,2734.0,411468,33460.05261870491,37293.996346776796,80602.45478507664,54.7,1410.307,7244.795100000001,2012
MS-500,"Jackson/Rankin, Madison Counties CoC",1037.0,380.0,657.0,304.0,277003,256308,20695,569234,11010.0,10396.0,614.0,120241,40670.4411314152,42248.13865560999,98901.75816558478,63.5,1703.0844,8092.2449,2012
MS-501,Mississippi Balance of State CoC,1018.0,579.0,439.0,119.0,828387,751715,76672,1909726,34617.0,32442.0,2175.0,464978,31561.322415362203,28583.02261551345,61188.21952003412,63.5,1703.0843999999997,8092.2449,2012
MS-503,Gulf Port/Gulf Coast Regional CoC,358.0,83.0,275.0,78.0,213334,195045,18289,474901,9571.0,8715.0,856.0,94075,33976.7124390136,35106.98208162295,94946.80653451744,63.5,1703.0844,8092.2449,2012
MT-500,Montana Statewide CoC,1833.0,1153.0,680.0,388.0,506446,477061,29385,1004168,14436.0,12924.0,1512.0,153104,40749.76945889532,92376.1102569841,148865.50535570597,44.18,1322.0746,7740.65,2012
NC-500,Winston-Salem/Forsyth County CoC,556.0,436.0,120.0,183.0,177910,161767,16143,357644,7513.0,7137.0,376.0,73689,40738.0,57965.81420214811,123919.86115413728,58.7,1361.9001,7254.328799999999,2012
NC-501,Asheville/Buncombe County CoC,560.0,478.0,82.0,80.0,127452,117988,9464,243761,4350.0,4219.0,131.0,42062,38361.0,108048.28817764366,180252.14696012353,58.7,1361.9001,7254.3288,2012
NC-502,Durham City & County CoC,698.0,635.0,63.0,134.0,149901,138530,11371,282757,5690.0,5519.0,171.0,52102,42337.0,82387.13629684084,161173.77509583125,58.7,1361.9001,7254.3288,2012
NC-503,North Carolina Balance of State CoC,2922.0,2266.0,656.0,256.0,2293405,2058121,235284,5011015,63989.0,59865.0,4124.0,939879,34230.2361521568,45221.07178143949,106807.44864670857,58.7,1361.9001,7254.3288,2012
NC-504,"Greensboro, High Point CoC",990.0,835.0,155.0,116.0,256943,231822,25121,500618,10305.0,10098.0,207.0,88071,39265.0,28940.287536113115,115154.74550203422,58.7,1361.9001,7254.3288,2012
NC-505,Charlotte/Mecklenburg County CoC,2567.0,2266.0,301.0,202.0,532231,484538,47693,967418,10560.0,9926.0,634.0,153049,56484.0,72262.1352340617,146760.35445279197,58.7,1361.9001,7254.3288,2012
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",469.0,316.0,153.0,44.0,182643,164754,17889,374887,4362.0,4035.0,327.0,59946,35899.10543977252,96820.06764904226,182305.09350621197,58.7,1361.9001,7254.3288,2012
NC-507,Raleigh/Wake County CoC,1116.0,928.0,188.0,100.0,506466,469451,37015,952266,7599.0,7447.0,152.0,108105,49166.0,123245.7055318897,205180.81364161617,58.7,1361.9001,7254.3288,2012
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",611.0,129.0,482.0,80.0,188347,168257,20090,383990,4822.0,4698.0,124.0,69742,33952.71047943957,41417.12762554603,104883.02814467285,58.7,1361.9001,7254.3288,2012
NC-511,Fayetteville/Cumberland County CoC,1606.0,306.0,1300.0,339.0,133635,119256,14379,330161,3983.0,3863.0,120.0,53583,34740.0,27155.513967545117,116237.7421061942,58.699999999999996,1361.9001,7254.3288,2012
NC-513,Chapel Hill/Orange County CoC,110.0,82.0,28.0,29.0,72628,68085,4543,137870,1284.0,1245.0,39.0,21094,52572.0,115346.44098365394,219061.36965969528,58.7,1361.9001,7254.3288,2012
NC-516,Northwest North Carolina CoC,1319.0,132.0,1187.0,58.0,98646,88818,9828,209423,2569.0,2485.0,84.0,44935,30600.84819718942,51395.02424606312,125469.6030418785,58.70000000000001,1361.9001,7254.3288,2012
ND-500,North Dakota Statewide CoC,688.0,635.0,53.0,86.0,359817,349604,10213,630873,12459.0,10482.0,1977.0,64149,56669.37414344884,69820.55231919658,124791.32371294133,40.8,1420.9009,10109.314,2012
NE-500,Nebraska Balance of State CoC,1278.0,593.0,685.0,136.0,461176,444019,17157,842358,11682.0,10304.0,1378.0,98901,43456.44348958519,34160.563190842404,73764.65409692944,49.879999999999995,1194.2767,7956.6999,2012
NE-501,"Omaha, Council Bluffs CoC",1530.0,1508.0,22.0,204.0,421573,403413,18160,789574,12813.0,11915.0,898.0,101911,51473.236236248915,70801.43633193395,134721.17708548764,49.675131171999084,1231.1346979419282,8070.383943923684,2012
NH-500,New Hampshire Balance of State CoC,761.0,695.0,66.0,132.0,513981,486632,27349,920238,13634.0,13225.0,409.0,86234,50855.52680393551,115941.65948062931,193106.36557274516,44.489999999999995,1128.6027,7331.1524,2012
NJ-500,Atlantic City & County CoC,631.0,562.0,69.0,117.0,140161,122261,17900,274657,7879.0,7327.0,552.0,38245,41304.0,82273.67430010579,166240.3647283002,51.93,1600.6886,9431.1264,2012
NJ-501,Bergen County CoC,454.0,422.0,32.0,54.0,484140,446819,37321,916299,11547.0,10969.0,578.0,72647,71773.0,229462.6654107741,361869.7403221031,51.93,1600.6886,9431.1264,2012
NJ-502,Burlington County CoC,823.0,794.0,29.0,75.0,234925,214417,20508,450667,1747.0,1589.0,158.0,28776,51000.0,109277.68400604092,197903.8245560044,51.93,1600.6886000000002,9431.1264,2012
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1215.0,1051.0,164.0,95.0,533491,472759,60732,1054604,20772.0,19543.0,1229.0,125710,43067.50980747276,82522.8045512085,164211.91040871205,51.93,1600.6886,9431.1264,2012
NJ-504,Newark/Essex County CoC,1504.0,1335.0,169.0,178.0,383508,342112,41396,785092,36501.0,31390.0,5111.0,132434,53771.0,134129.06752239732,276365.76318854996,51.93,1600.6885999999997,9431.1264,2012
NJ-506,"Jersey City, Bayonne/Hudson County CoC",2087.0,1793.0,294.0,111.0,360287,328173,32114,652373,25476.0,23947.0,1529.0,107096,46459.0,125246.06822187736,244626.3715232289,51.93,1600.6886,9431.1264,2012
NJ-507,New Brunswick/Middlesex County CoC,1145.0,833.0,312.0,63.0,429638,392361,37277,819389,10963.0,10195.0,768.0,77061,53059.0,142028.81049461666,251145.642493349,51.93000000000001,1600.6886,9431.1264,2012
NJ-508,Monmouth County CoC,650.0,595.0,55.0,73.0,330054,301087,28967,627682,11487.0,10568.0,919.0,45472,63233.0,185142.43348678344,311648.5055249846,51.93,1600.6886,9431.1264,2012
NJ-509,Morris County CoC,281.0,209.0,72.0,37.0,266982,247908,19074,495623,3922.0,3804.0,118.0,23017,79856.0,215050.8253577297,344652.2506973155,51.93,1600.6886,9431.1264,2012
NJ-510,Lakewood Township/Ocean County CoC,649.0,598.0,51.0,38.0,267594,238964,28630,580013,5190.0,5034.0,156.0,62772,43169.0,124821.55130367292,230127.19021553788,51.93,1600.6886,9431.1264,2012
NJ-511,Paterson/Passaic County CoC,518.0,418.0,100.0,39.0,253766,225598,28168,503531,12317.0,11331.0,986.0,76698,41907.0,146385.23093245277,251576.54168216142,51.93,1600.6886,9431.1264,2012
NJ-512,Salem County CoC,78.0,49.0,29.0,1.0,32107,28293,3814,65427,1683.0,1615.0,68.0,7235,41062.0,49614.5105851358,129306.261678628,51.93,1600.6886,9431.1264,2012
NJ-513,Somerset County CoC,295.0,272.0,23.0,2.0,175600,162471,13129,327462,2156.0,2069.0,87.0,19644,75121.0,205183.85038316183,343306.49570158665,51.93,1600.6886,9431.1264,2012
NJ-514,Trenton/Mercer County CoC,1009.0,903.0,106.0,71.0,194366,178269,16097,368628,7352.0,6837.0,515.0,36894,58702.0,77465.87863824335,200421.24750933604,51.93,1600.6886,9431.1264,2012
NJ-515,Elizabeth/Union County CoC,1456.0,1406.0,50.0,27.0,282619,255811,26808,542977,9724.0,9237.0,487.0,58609,54493.0,141084.68233002417,270086.58946231205,51.93,1600.6886,9431.1264,2012
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",230.0,189.0,41.0,45.0,207047,189918,17129,381247,3811.0,3665.0,146.0,21967,57948.29961940684,134041.89658826095,238669.08784126482,51.93,1600.6886000000002,9431.1264,2012
NM-501,New Mexico Balance of State CoC,1814.0,1353.0,461.0,644.0,467078,434194,32884,1078977,12617.0,10607.0,2010.0,218510,36832.100890936505,40992.48440119044,96589.58496429284,53.07,1928.7484,8647.2881,2012
NV-500,Las Vegas/Clark County CoC,7323.0,3082.0,4241.0,1449.0,992000,875964,116036,1989644,15683.0,15055.0,628.0,324535,39068.0,67575.54555044172,128889.15330216529,57.3,758.68064,6670.8406,2012
NV-501,"Reno, Sparks/Washoe County CoC",869.0,705.0,164.0,215.0,219463,194330,25133,427490,4747.0,4652.0,95.0,74476,43913.0,83827.93322813616,165252.08388638758,57.3,758.68064,6670.8406,2012
NV-502,Nevada Balance of State CoC,305.0,183.0,122.0,61.0,127461,113390,14071,270424,1281.0,1251.0,30.0,33839,39112.05530943999,64102.647006404666,131148.7908950445,57.3,758.68064,6670.8406,2012
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",699.0,699.0,0.0,89.0,375735,345696,30039,747468,17896.0,17359.0,537.0,107493,45666.0,74912.96682351596,130672.2340905919,48.17,2602.7477,12176.722,2012
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",305.0,286.0,19.0,38.0,151038,137818,13220,319571,4917.0,4674.0,243.0,46328,35842.95267405365,43044.05943686782,86923.62802582345,48.17,2602.7477,12176.722,2012
NY-503,Albany City & County CoC,590.0,562.0,28.0,108.0,160401,148855,11546,305776,9047.0,8142.0,905.0,40180,49812.0,129027.97612885956,195256.06363058797,48.17,2602.7477,12176.722,2012
NY-504,Cattaraugus County CoC,38.0,37.0,1.0,6.0,38264,34639,3625,79354,1047.0,984.0,63.0,13915,34205.0,28258.21603115518,68338.83652390717,48.17,2602.7477,12176.722,2012
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",882.0,866.0,16.0,119.0,329559,301274,28285,668131,16390.0,15310.0,1080.0,97000,40848.32204013883,61985.42929475075,111537.66500912256,48.17,2602.7477,12176.722,2012
NY-507,Schenectady City & County CoC,287.0,269.0,18.0,59.0,77934,71862,6072,155044,4036.0,3874.0,162.0,18733,43482.0,94536.25620845833,155761.72048452066,48.17,2602.7477,12176.722,2012
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",1183.0,1067.0,116.0,133.0,635293,580437,54856,1278504,33044.0,30813.0,2231.0,173723,40650.41596897624,61923.79186666776,116544.75078605636,48.17000000000001,2602.7477000000003,12176.722,2012
NY-510,Ithaca/Tompkins County CoC,68.0,53.0,15.0,13.0,54976,51558,3418,102800,2791.0,2707.0,84.0,15902,38146.0,102298.24098658944,164410.172454521,48.17,2602.7477,12176.722,2012
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",292.0,281.0,11.0,0.0,220816,201844,18972,456892,6002.0,5288.0,714.0,67173,36239.24528991534,51056.39561905047,101589.13302880971,48.17,2602.7476999999994,12176.722,2012
NY-512,Troy/Rensselaer County CoC,225.0,176.0,49.0,54.0,83475,76917,6558,159466,3944.0,3470.0,474.0,17897,40588.0,100334.5039885565,162823.70609067663,48.17,2602.7477,12176.722,2012
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",121.0,121.0,0.0,5.0,130708,120272,10436,262374,3598.0,3452.0,146.0,30980,39049.30424508526,64333.760302878974,117411.70580535254,48.17,2602.7477000000003,12176.722,2012
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",33.0,33.0,0.0,0.0,61194,55903,5291,133333,2608.0,2451.0,157.0,26866,34072.0,34796.98733946932,73027.15761890795,48.17,2602.7477,12176.722,2012
NY-516,Clinton County CoC,236.0,219.0,17.0,36.0,37952,34331,3621,81730,1550.0,1472.0,78.0,10992,37088.0,57417.72614772995,115291.30343502737,48.17,2602.7477,12176.722,2012
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",176.0,154.0,22.0,19.0,173470,158720,14750,370448,8661.0,7969.0,692.0,53762,37037.53863430225,50599.67123879226,99257.18914100212,48.17,2602.7477,12176.721999999998,2012
NY-519,"Columbia, Greene Counties CoC",132.0,132.0,0.0,5.0,53158,48725,4433,111039,1443.0,1339.0,104.0,14591,43031.85555525536,94784.14133892527,168107.00046111873,48.17,2602.7476999999994,12176.722,2012
NY-520,"Franklin, Essex Counties CoC",14.0,5.0,9.0,7.0,39920,36050,3870,90675,1882.0,1773.0,109.0,13642,35075.70694237662,41296.04318823059,97698.46672207146,48.17,2602.7477,12176.722,2012
