coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,ec_county,child_ec_county,ec_grp_mem_county,ec_high_county,child_high_ec_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county
MI-519,Holland/Ottawa County CoC,139.0,139.0,0.0,75.0,64.0,101.0,20.0,20.0,11.0,156982,150580,6402,298317,1072.0,1007.0,65.0,56076.0,202691.6373573185,275723.67646979145,0.9835199699999999,1.0751801,1.0679801,1.5027,1.24905,1.55592,1.17347,1.36471,1.09846,1.1686701,0.089900002,-0.14011,0.021190001,-0.068790004,0.099210002,0.97608,0.09223,0.01657
MI-523,Eaton County CoC,83.0,83.0,0.0,32.0,51.0,50.0,2.0,16.0,0.0,54195,51306,2889,109030,1079.0,960.0,119.0,50743.0,130154.36011613104,201351.52775450994,0.8854900000000001,0.94143999,0.9447,1.3297499,1.08136,1.3659100999999998,1.00613,1.16939,0.95240003,0.98771,0.061059999999999996,-0.16805001,0.0115,-0.094810002,0.10389,0.96908998,0.11618,0.016419999
MN-500,Minneapolis/Hennepin County CoC,2369.0,2369.0,0.0,1340.0,1014.0,562.0,162.0,1446.0,34.0,692722,666210,26512,1266736,26480.0,24361.0,2119.0,85505.0,236629.10606109243,337518.5665033911,0.9763200299999999,1.12559,1.1261899,1.60571,1.41166,1.68321,1.20547,1.53518,1.14933,1.33863,0.06577,-0.096430004,0.020649999,-0.05455999799999999,0.092610002,0.96723998,0.080870003,0.017209999
MN-501,St. Paul/Ramsey County CoC,1872.0,1558.0,314.0,1127.0,735.0,555.0,160.0,922.0,91.0,281195,269271,11924,542861,15619.0,13900.0,1719.0,62594.0,208951.91399384988,285693.9287926153,0.85487002,0.97048002,0.93559003,1.56054,1.31584,1.62005,1.08152,1.4607,0.9975799900000001,1.24264,0.13493,-0.10909,0.027170001,-0.058910001,0.091300003,0.94818997,0.07621,0.017240001
MN-502,Rochester/Southeast Minnesota CoC,419.0,419.0,0.0,205.0,213.0,274.0,51.0,97.0,7.0,376802,363932,12870,689850,10111.0,8779.0,1332.0,58494.57147640792,148436.91916784208,226086.46122018213,1.07850741183753,1.069697043746916,1.1534757956373705,1.4996337182575923,1.151012021772284,1.5340334485356235,1.243763459793926,1.3697877937003697,1.0694913309409437,1.0898635084808002,0.0742017340199675,-0.12106849389047039,-0.0007392675869750823,-0.05630075563299703,0.1137739410056534,0.9877771513353338,0.07307148103029064,0.019606143816080307
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",610.0,610.0,0.0,291.0,316.0,316.0,62.0,189.0,26.0,714728,689794,24934,1345033,10099.0,9489.0,610.0,68554.08247158249,251851.1078371497,344427.29719796905,1.0908210425293654,1.2563899018165354,1.2687333955226379,1.5637470177609025,1.39623093584321,1.6501304541172597,1.3384822086669992,1.5084904597824738,1.265940651440671,1.3319134610457886,0.05248942626252962,-0.09400408050563071,0.0075909987416478255,-0.04835053636052796,0.09644431220867146,0.9460340181869442,0.07179542496617629,0.011236880841822023
MN-504,Northeast Minnesota CoC,73.0,73.0,0.0,22.0,51.0,55.0,4.0,2.0,0.0,60516,57627,2889,126034,1987.0,1731.0,256.0,51364.00904517828,100358.71659015027,185335.01269117554,1.015690391261247,0.7859822097321358,1.030826861574813,1.3890768238729232,0.8509646183017281,1.3903137562911594,1.0922104076544423,1.2036093347985464,0.7831526714482601,0.8064702555896028,0.05668922047614136,-0.15603023762524398,-0.003284977158500087,-0.053473663563586016,0.12636238904232192,0.9931679366796261,0.08321796245379025,0.024827811002935716
MN-505,St. Cloud/Central Minnesota CoC,536.0,536.0,0.0,249.0,283.0,321.0,37.0,108.0,3.0,403143,386205,16938,774000,7025.0,6253.0,772.0,55033.483855297156,183663.60553472184,266588.5687494019,1.1017452939849353,1.0035637914083204,1.1868614983711627,1.475621009154522,1.0756354789502456,1.5196584837215763,1.2426253769013436,1.3750710367064598,0.9992140168082688,1.0364456252465504,0.046721486183366925,-0.10711004386628296,-0.004918692407599483,-0.040170345081769504,0.109231504625323,0.9717958527761111,0.08278383586515761,0.015736378158818346
MN-506,Northwest Minnesota CoC,249.0,249.0,0.0,119.0,128.0,122.0,34.0,17.0,1.0,87086,83444,3642,163958,3223.0,2685.0,538.0,57681.97458495468,91058.34436378721,174415.83105677093,0.966907085286049,0.8014069690724455,1.0056570281001842,1.4188890420461338,0.90370657383153,1.4355377174111663,1.0523412272850365,1.240819914422596,0.7921770597449956,0.8442071568752973,0.04980116985677491,-0.15775437540995865,-0.009483017418161968,-0.06872419920482685,0.12532181607612924,0.9931675679580136,0.07479774753712536,0.02189462455606192
MN-508,Moorhead/West Central Minnesota CoC,186.0,186.0,0.0,93.0,91.0,89.0,22.0,45.0,0.0,134873,130346,4527,251682,4583.0,3738.0,845.0,55563.463243299084,132211.75784511224,227163.23989144975,1.0675694859037197,0.9479258701726783,1.138063413170191,1.488592344493051,1.0117101854103987,1.5149691339174036,1.2127294882347566,1.3322393347923174,0.9345062269724892,0.9558252320387234,0.0610451020253721,-0.13770076620608546,-0.013612142055482553,-0.05762081603476609,0.11405112738642414,0.983998712464777,0.07393601691133256,0.021947767985477706
MN-511,Southwest Minnesota CoC,113.0,113.0,0.0,49.0,64.0,81.0,35.0,14.0,11.0,146411,141207,5204,272508,4533.0,3781.0,752.0,58586.404402806525,86600.73209468358,164766.33656712188,1.0054225132786194,0.8938654442211972,1.0822892133207467,1.4665106625893551,0.9865404041742262,1.498694718542208,1.1668609491616393,1.3192871269904003,0.8919578752565063,0.9130498587351564,0.0778920036144627,-0.13700730223744256,-0.002980515668152862,-0.0793627408560923,0.1216401850940523,0.9937070735717851,0.06776431181453021,0.022331801617156193
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",456.0,346.0,110.0,202.0,252.0,336.0,14.0,97.0,0.0,47877,45892,1985,98183,1669.0,1140.0,529.0,48547.29610013954,143022.6029590914,228424.46237494782,0.9605467229374739,0.8829998328817616,1.015165803651243,1.3645516887852276,0.9677188957580232,1.403242555228502,1.1000015559720115,1.21867522860373,0.872061861979263,0.8852937623337035,0.07716240673449579,-0.1514413531874153,-0.012468721041332002,-0.09274568825981075,0.09891146819361804,0.9751724610059787,0.10630424778220261,0.011807474206328997
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",583.0,517.0,66.0,316.0,265.0,455.0,26.0,50.0,0.0,216205,209368,6837,432239,2737.0,2421.0,316.0,49616.245662700494,125502.62718269211,196647.88293191174,0.8998308219203728,0.7745114459059687,0.9451898399177769,1.3627593914940577,0.9325225745913488,1.3888504845236085,0.9853925915943726,1.1631770199452154,0.7775957127446159,0.8419948939220431,0.04124200849138602,-0.1942824033828507,0.0038720147840379973,-0.10698634471696677,0.09058964424969981,0.9727075913506185,0.10994305093671788,0.018149489104680512
MO-602,"Joplin/Jasper, Newton Counties CoC",210.0,175.0,35.0,131.0,79.0,161.0,17.0,24.0,0.0,83289,80334,2955,182762,2375.0,2124.0,251.0,44291.86157406901,90863.37894046455,156455.69160529907,0.7667477551132073,0.7012622060931704,0.81289790588038,1.2568417065910857,0.8506647371027896,1.3101803930248082,0.9015497283160613,1.05008157195533,0.7257344814328471,0.7442937088795263,0.09835014506127641,-0.24783266655885794,0.033738793352591355,-0.14262694466026854,0.09846041930666659,0.9878117468312341,0.07932503309434674,0.01920721096289163
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",150.0,118.0,32.0,79.0,71.0,112.0,4.0,23.0,0.0,56213,54260,1953,113372,2361.0,2086.0,275.0,46224.2218096179,65967.99362741748,139583.76695128833,0.8530249222912184,0.786487487625516,0.9422975487391068,1.3659704283244543,0.9331259700745334,1.4393365545284549,1.0098350857081113,1.205228937344318,0.7803298744481001,0.8598421863157572,0.07077526557079349,-0.19457669873928304,-0.008210822659369156,-0.08384319157295451,0.10526948946829905,0.9920281000818545,0.09134570370960202,0.01504645247503793
MO-606,Missouri Balance of State CoC,764.0,764.0,0.0,344.0,415.0,517.0,15.0,185.0,4.0,1139252,1095272,43980,2439184,28230.0,23574.0,4656.0,46691.33613290346,91632.19369645213,166375.9778663424,0.854243236131448,0.7010575591792665,0.8954010589695406,1.2863949322478339,0.8086257536838303,1.3102595424115728,0.9509315315427864,1.0892290141031795,0.6979281886050704,0.735197329445249,0.05688366610407279,-0.2081627979038728,-0.007152762016830672,-0.10041475650824,0.11155100286400943,0.9887022032938845,0.09635234462160214,0.019488091805633934
MS-500,"Jackson/Rankin, Madison Counties CoC",147.0,147.0,0.0,101.0,44.0,63.0,0.0,82.0,1.0,260910,247937,12973,561987,11082.0,10042.0,1040.0,53240.311085487745,88072.28323238346,160624.66416517057,0.6963215955877271,0.716028027622098,0.7361232868671161,1.1962976697715426,1.0582138545448025,1.2445970924902177,0.7717686332380643,1.0688226536732346,0.7231491491993766,0.9957234501463201,0.053651118041726946,-0.1660508352104408,0.007904234719969323,-0.0652013375266492,0.10821340184912463,0.9916777817940451,0.04425222254493254,0.015361838565660773
MS-501,Mississippi Balance of State CoC,268.0,145.0,123.0,154.0,114.0,127.0,6.0,129.0,1.0,780494,737142,43352,1861483,34605.0,31772.0,2833.0,44203.38264974754,71230.08271675071,129863.78775219724,0.6453355486167696,0.5521464272034394,0.6631833017584527,1.072553769433817,0.6918636709475027,1.0902048498831307,0.7296116697557056,0.8958550261244449,0.5545687956581822,0.6395072423151595,0.09051067337267062,-0.218860582922558,0.0019973324577433585,-0.07668661000337904,0.13310702068215505,0.9949622443062439,0.046223364532965924,0.012335280105182695
MS-503,Gulf Port/Gulf Coast Regional CoC,211.0,67.0,144.0,115.0,96.0,148.0,24.0,55.0,0.0,204772,193247,11525,500013,10208.0,9508.0,700.0,44113.1801613158,88443.86010665682,160008.11477116885,0.7119791141019134,0.638931209923122,0.7334776785977765,1.1259299270818959,0.7643905218969307,1.15130131884351,0.8045523426804703,0.971187202383418,0.6463060358979867,0.7060664536368655,0.08894141385142586,-0.18593546103969297,0.011557421329533834,-0.08383840561324205,0.1050766317268591,0.9911593061365206,0.05656708615022409,0.011781745354455184
MT-500,Montana Statewide CoC,1801.0,1168.0,633.0,678.0,487.0,843.0,90.0,62.0,2.0,549138,530555,18583,1103183,13936.0,11663.0,2273.0,56981.64846992747,235094.16792374788,350010.0860571617,0.8983543347546871,0.8839045164652375,0.8990884180299461,1.3186814757008403,0.9825799407532296,1.327724282554617,0.9595713691852665,1.1366779132161935,0.893351281491049,0.9215522883666354,0.06466036154259833,-0.16884145176647936,0.00994871415303441,-0.06401746119136481,0.10453199856025519,0.9882949691429889,0.0851297506647646,0.023615487366601916
NC-500,Winston-Salem/Forsyth County CoC,462.0,323.0,139.0,333.0,128.0,222.0,13.0,234.0,1.0,182861,173726,9135,386172,8065.0,6532.0,1533.0,56378.0,113754.18705801769,201081.0389803102,0.64214998,0.91943002,0.66622001,1.31687,1.22746,1.3413,0.7626199699999999,1.11884,0.9595900200000002,1.1181099,0.12639999,-0.19882999,0.041850001,-0.09781,0.092019998,0.98461998,0.046689998,0.0132
NC-501,Asheville/Buncombe County CoC,527.0,411.0,116.0,391.0,134.0,369.0,15.0,125.0,1.0,136559,130767,5792,271719,4422.0,3935.0,487.0,57895.0,246545.22425174728,354384.4985899231,0.80628997,0.75264001,0.81857997,1.40911,0.9710699899999999,1.43686,0.86075002,1.19771,0.76898998,0.86482,0.04899,-0.19967,0.021260001,-0.12286,0.090470001,0.97960001,0.14218999,0.02107
NC-502,Durham City & County CoC,396.0,278.0,118.0,256.0,139.0,106.0,14.0,276.0,0.0,171066,163761,7305,329699,5438.0,4839.0,599.0,60330.0,216154.0187803187,311960.0951782736,0.73408002,0.9050499800000001,0.82814002,1.49114,1.26573,1.51603,0.9804400199999999,1.34372,0.95508999,1.15481,0.15534,-0.12823001,0.052390002,-0.096050002,0.086860001,0.96882999,0.070179999,0.015120000000000001
NC-503,North Carolina Balance of State CoC,1520.0,1520.0,0.0,787.0,732.0,768.0,94.0,651.0,11.0,2290537,2175312,115225,5202303,63724.0,55643.0,8081.0,50370.89591321382,115747.54609909671,205766.16377526516,0.6397277523993278,0.7568829855248358,0.6430069749312487,1.1342901228461664,0.9293031631299561,1.139778658615909,0.7075595459795075,0.937232850835405,0.7725031159504339,0.8417432397605368,0.09280948059838678,-0.22547443644307724,0.01957585714081873,-0.10728807671777904,0.10611001577242041,0.9873729680931079,0.05086511183773033,0.016586459720842
NC-504,"Greensboro, High Point CoC",482.0,419.0,63.0,292.0,189.0,119.0,19.0,348.0,2.0,253775,239373,14402,542756,10385.0,9034.0,1351.0,54651.0,104076.20527510122,196541.84553122576,0.66260999,0.95248997,0.68279999,1.24808,1.27158,1.28719,0.76041001,1.08604,0.9850000099999999,1.16839,0.10207,-0.18522,0.033009999,-0.088320002,0.094760001,0.9841899900000001,0.044950001,0.018789999
NC-505,Charlotte/Mecklenburg County CoC,1947.0,1678.0,269.0,1175.0,766.0,292.0,74.0,1561.0,16.0,622240,591711,30529,1125809,10878.0,7505.0,3373.0,71836.0,226655.61159423963,321347.269703355,0.69432002,0.91170001,0.75946999,1.3969001,1.40096,1.44542,0.90977001,1.29708,0.9321799900000001,1.32093,0.16520999,-0.11437,0.02197,-0.06058000000000001,0.084919997,0.9698000000000001,0.045880001,0.01303
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",301.0,179.0,122.0,179.0,121.0,176.0,9.0,105.0,1.0,205584,195741,9843,437816,4614.0,3459.0,1155.0,55621.078772817804,205926.96817839734,317769.17764792964,0.7874206261501635,0.8064949633636963,0.8004603058261462,1.3467987047070002,0.9789380681408171,1.3631303342956858,0.832553489714766,1.13005641697197,0.8304948216033675,0.885381848872266,0.03823782846414476,-0.2070723275090449,0.026729526727421564,-0.10603924664520255,0.09786717877047435,0.9812471317181191,0.08410389680649404,0.018172839823122042
NC-507,Raleigh/Wake County CoC,912.0,439.0,473.0,403.0,505.0,147.0,60.0,716.0,4.0,594548,570431,24117,1152357,7428.0,6982.0,446.0,71205.0,259460.6331796783,377843.39985701395,0.87829,1.1677901,0.98478001,1.44507,1.48273,1.5051,1.0323499,1.32617,1.23869,1.39607,0.046069998,-0.13493,0.057240002,-0.06207000099999999,0.086170003,0.9671400200000001,0.063529998,0.01353
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",277.0,83.0,194.0,190.0,87.0,194.0,1.0,78.0,0.0,201287,191210,10077,421525,4815.0,4430.0,385.0,49265.168965067314,117058.65372795136,212251.97221011555,0.6354182899880195,0.7895175387515094,0.6579412925458513,1.1871038243046081,0.9674378170377084,1.1997753164343752,0.7141124960994485,0.9672664411674753,0.7903710991272641,0.8671897407308463,0.08017506552755352,-0.24621420674175906,0.0015286856207043472,-0.12000222729437163,0.09589984655335508,0.9860288019906055,0.04529964894165233,0.01571619287112271
NC-511,Fayetteville/Cumberland County CoC,54.0,54.0,0.0,22.0,32.0,7.0,4.0,38.0,0.0,125488,116860,8628,337249,4137.0,3888.0,249.0,46992.0,77504.35587619354,147989.78115880632,0.68410999,0.90034997,0.67904001,1.15069,1.07363,1.17408,0.74967003,1.01218,0.92973,1.01079,0.094209999,-0.15995,0.031599998,-0.062169999000000004,0.083889998,0.9781500099999999,0.041859999,0.01333
NC-513,Chapel Hill/Orange County CoC,176.0,140.0,36.0,126.0,50.0,48.0,8.0,118.0,0.0,77576,74759,2817,148610,1192.0,1060.0,132.0,74994.0,217850.64381304706,369095.2355872115,1.00869,1.22974,1.07818,1.5708801,1.46205,1.61265,1.11721,1.42252,1.24295,1.3686,0.034929998,-0.13365,0.01063,-0.068279997,0.093479998,0.9340900200000001,0.09381,0.02599
NC-516,Northwest North Carolina CoC,195.0,88.0,107.0,35.0,53.0,79.0,9.0,4.0,0.0,93274,89221,4053,209870,2796.0,2563.0,233.0,45222.00192500119,134712.01988678714,231959.63189506702,0.6871853263365894,0.6881272496658883,0.682368338606852,1.132059461777672,0.7925553731923571,1.1231460938074997,0.7224267156735121,0.9093391751784438,0.6921769553017583,0.6968322582878925,0.05718308301344546,-0.24208922370858152,-0.004320916829939485,-0.13944481069443943,0.12540385395806927,0.9939538554252633,0.063547049594063,0.028120727257416496
ND-500,North Dakota Statewide CoC,548.0,474.0,74.0,309.0,237.0,272.0,57.0,88.0,4.0,376004,364609,11395,711418,13429.0,9918.0,3511.0,64245.58407574731,140416.921459389,222291.44996610275,1.030715281452128,1.1791112526929317,1.1174878486127142,1.4881842136559658,1.2671281621938157,1.5373508321147342,1.210223454814666,1.3671890185034679,1.177128512331147,1.204013443887138,0.07599007293860571,-0.12414516712146444,-0.001624015262289189,-0.05048671270129207,0.1070145953040491,0.988180105099646,0.06805067770457875,0.016361305198048126
NE-500,Nebraska Balance of State CoC,425.0,398.0,27.0,237.0,186.0,347.0,71.0,26.0,2.0,453078,442234,10844,832745,11585.0,9986.0,1599.0,58633.80511681247,92095.23803243061,167118.43829859258,0.9337525384655326,0.8526403002353302,0.9788385922198752,1.3998036057371703,0.9585458934511766,1.4184306274470577,1.0531661167044533,1.223687422001333,0.85311621539099,0.892763788041225,0.0750764543651367,-0.1598948919240644,3.5197320804207535e-05,-0.06832122911409784,0.1109843693429285,0.9926451983461684,0.08094928985889918,0.020889144793861267
NE-501,"Omaha, Council Bluffs CoC",1190.0,1096.0,94.0,790.0,395.0,722.0,124.0,340.0,14.0,449707,435593,14114,872699,13203.0,11340.0,1863.0,64486.455289853664,155973.8220497332,235275.85562090657,0.8583282349607139,1.0584527570838742,0.9413850721172478,1.4944715311808539,1.3351286131605513,1.5374727042542733,1.0328094062038229,1.3751483641209628,1.0735243479725771,1.280853909011011,0.09178064149762975,-0.11858747123578692,0.014420598684007132,-0.04305017453062969,0.09194235606308017,0.9752975331960734,0.06680160860605318,0.013049736782097835
NE-502,Lincoln CoC,320.0,282.0,38.0,183.0,137.0,202.0,63.0,64.0,10.0,178718,174040,4678,323420,4611.0,4011.0,600.0,56782.0,167459.1973390463,236669.45726347275,0.96534002,1.10923,1.0526299,1.50899,1.3018,1.55626,1.13976,1.37308,1.12135,1.2183599,0.076439999,-0.13341001,0.01081,-0.06848,0.09691,0.9860799899999999,0.083580002,0.01595
NH-500,New Hampshire Balance of State CoC,775.0,580.0,195.0,440.0,333.0,705.0,22.0,32.0,8.0,519467,502018,17449,963009,13745.0,12570.0,1175.0,73826.27857060525,245198.11860177017,353846.5689824975,1.1776124841156417,1.0851028190581293,1.2318665127526534,1.496148186041252,1.2219760279098013,1.540655824027086,1.2790760547156048,1.408837402267061,1.092206556827226,1.1750349558465913,0.03952264433031675,-0.09453956070593421,0.005753413438380845,-0.0414775850498905,0.10259284397318717,0.9747611428221751,0.07862308094082714,0.023772889059372238
NH-501,Manchester CoC,519.0,414.0,105.0,288.0,230.0,433.0,111.0,46.0,6.0,237396,229102,8294,424496,8359.0,7690.0,669.0,71849.0,276217.09020389017,378804.1519416881,1.05302,1.20854,1.08804,1.53038,1.38894,1.58785,1.2410500000000002,1.46427,1.21933,1.3251499999999998,0.12329,-0.084399998,0.0088499999,-0.048140001,0.096869998,0.97485,0.073859997,0.01542
NH-502,Nashua/Hillsborough County CoC,197.0,177.0,20.0,115.0,82.0,165.0,34.0,12.0,2.0,237396,229102,8294,424496,8359.0,7690.0,669.0,71849.0,276217.09020389017,378804.1519416881,1.05302,1.20854,1.08804,1.53038,1.38894,1.58785,1.2410500000000002,1.46427,1.21933,1.3251499999999998,0.12329,-0.084399998,0.0088499999,-0.048140001,0.096869998,0.97485,0.073859997,0.01542
NJ-500,Atlantic City & County CoC,326.0,204.0,122.0,240.0,85.0,153.0,43.0,148.0,12.0,122443,110426,12017,275130,7549.0,6718.0,831.0,58310.0,141011.94100242687,243645.37683075247,0.75431001,0.92916,0.73679,1.41052,1.20136,1.47461,0.81488001,1.30943,0.95389003,1.1158201,0.09584,-0.12614,0.02593,-0.07666,0.10414,0.9933000200000001,0.051259998,0.016240001
NJ-501,Bergen County CoC,279.0,274.0,5.0,130.0,147.0,140.0,69.0,115.0,7.0,494034,462974,31060,954879,11653.0,11070.0,583.0,97343.0,395081.90426350804,534866.683675327,1.0269099,1.28466,1.1825600000000003,1.65387,1.5704099999999999,1.74665,1.26713,1.60902,1.29144,1.52425,0.066739999,-0.085539997,0.0052499999,-0.03028,0.10109,0.96578002,0.05703999800000001,0.01442
NJ-502,Burlington County CoC,604.0,596.0,8.0,275.0,329.0,204.0,88.0,338.0,3.0,242415,228857,13558,464411,1859.0,1784.0,75.0,69496.0,182539.20181097122,279776.83436830726,0.97755998,1.30905,1.06295,1.51595,1.4983199999999999,1.57289,1.17607,1.45394,1.32013,1.42226,0.096179999,-0.081809998,0.0083900001,-0.053479999,0.10269,0.97543001,0.067570001,0.01488
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",935.0,826.0,109.0,543.0,388.0,480.0,166.0,398.0,1.0,541587,502975,38612,1076601,21380.0,19805.0,1575.0,60832.56554563854,145555.59992126073,245729.52103731123,0.8383201593218751,1.0453809163857455,0.867978665532616,1.457877266767261,1.3024521601325747,1.5150909700106168,0.9766520626946381,1.3642251887664045,1.067250541447017,1.247969301860002,0.11659113082748392,-0.11450067974250255,0.021266395024712035,-0.04591757579769478,0.09970614071508387,0.9844956089090017,0.06321587992887523,0.014304725761911795
NJ-504,Newark/Essex County CoC,1888.0,1797.0,91.0,1198.0,684.0,304.0,255.0,1522.0,8.0,386907,354945,31962,854121,34772.0,30947.0,3825.0,74310.0,297949.80249154504,458753.4945038287,0.63766998,0.68734998,0.59252,1.43221,1.4757900000000002,1.56902,0.6539300099999998,1.4743299,0.71872997,1.4344899999999998,0.09392,-0.064219996,0.043669998999999994,-0.028790001,0.08450000000000002,0.97381002,0.044399999,0.01253
NJ-506,"Jersey City, Bayonne/Hudson County CoC",882.0,726.0,156.0,631.0,251.0,363.0,294.0,481.0,11.0,371485,345305,26180,703447,24795.0,22811.0,1984.0,72046.0,326361.6711795875,492332.9065648012,0.81652999,0.57604003,0.96279001,1.55188,0.78314,1.64788,1.1688499,1.5224900000000001,0.58653998,0.76683003,0.1763,-0.082359999,0.017899999,-0.021260001,0.091069996,0.9561799799999999,0.047490001,0.0065100002
NJ-507,New Brunswick/Middlesex County CoC,628.0,491.0,137.0,377.0,251.0,318.0,208.0,291.0,7.0,453523,426211,27312,862328,10378.0,9859.0,519.0,70221.0,277510.10107198026,388388.33335415047,0.85285997,1.0979,0.9115999899999999,1.5437599,1.4971900000000002,1.62901,1.05023,1.5098799,1.12644,1.44618,0.132,-0.078900002,0.02534,-0.035270002,0.10132,0.96917999,0.049409999999999996,0.01385
NJ-508,Monmouth County CoC,322.0,296.0,26.0,182.0,140.0,139.0,47.0,160.0,0.0,340808,320957,19851,646392,10592.0,9532.0,1060.0,92119.0,337101.8669954311,516571.07790707774,0.94753999,1.33119,0.96889001,1.65774,1.551,1.72259,1.20884,1.57222,1.35145,1.51027,0.19850001,-0.095640004,0.014989999999999998,-0.026969999,0.10181,0.97981,0.075669996,0.014760000000000002
NJ-509,Morris County CoC,268.0,234.0,34.0,158.0,110.0,183.0,59.0,69.0,2.0,263377,249549,13828,510444,3870.0,3676.0,194.0,107767.0,336288.30339733174,486394.83237800375,1.08737,1.4161299,1.14666,1.68937,1.63662,1.75263,1.3417701,1.64442,1.45403,1.58816,0.14541,-0.06580000400000001,0.026070001,-0.030510001,0.10836,0.96915001,0.069739997,0.01723
NJ-510,Lakewood Township/Ocean County CoC,369.0,354.0,15.0,170.0,199.0,227.0,64.0,108.0,2.0,292423,274068,18355,649741,5727.0,5440.0,287.0,60823.0,241988.50381292406,372252.20203039824,0.99555999,1.1978,1.05213,1.526,1.33808,1.54888,1.15505,1.40597,1.19956,1.28653,0.089100003,-0.10165000000000002,0.0014600001,-0.040070001,0.10279000000000002,0.98469001,0.069600001,0.01225
NJ-511,Paterson/Passaic County CoC,324.0,251.0,73.0,208.0,116.0,105.0,125.0,189.0,0.0,250793,229185,21608,518345,11905.0,10833.0,1072.0,59559.0,298621.7128339658,403335.0943196349,0.59579003,0.79528999,0.53548998,1.44489,1.4845099,1.5715801,0.63968998,1.47337,0.80814999,1.42293,0.16289,-0.066660002,0.01592,-0.043280002,0.094130002,0.97599,0.04532,0.0090800002
NJ-512,Salem County CoC,18.0,11.0,7.0,7.0,11.0,4.0,8.0,6.0,0.0,30533,28202,2331,65058,1434.0,1362.0,72.0,57547.0,98399.2887557263,182853.29439574658,0.86607999,1.08102,0.95090002,1.37666,1.3199199,1.4209599,1.04498,1.26035,1.11438,1.24734,0.09003,-0.12743001,0.02994,-0.058189999,0.11556,0.98935002,0.060740001,0.01636
NJ-513,Somerset County CoC,226.0,226.0,0.0,121.0,105.0,76.0,37.0,141.0,4.0,175699,166299,9400,346331,2292.0,2177.0,115.0,113975.0,305346.99405733106,460360.09641968645,1.00537,1.46772,1.12135,1.66268,1.66954,1.7247299999999999,1.29141,1.62082,1.50765,1.6283,0.13169,-0.064110003,0.026489998999999997,-0.02533,0.10277,0.95846999,0.066229999,0.01629
NJ-514,Trenton/Mercer County CoC,393.0,393.0,0.0,245.0,148.0,115.0,66.0,263.0,4.0,212695,201071,11624,382116,8117.0,7548.0,569.0,77911.0,145826.79622910114,288133.9884219223,0.56733,0.96695,0.51420999,1.5168199999999998,1.58479,1.60674,0.67751002,1.51165,0.99075001,1.5343100000000003,0.24101999,-0.062909998,0.02403,-0.032900002,0.10249,0.98983002,0.04659,0.0209
NJ-515,Elizabeth/Union County CoC,571.0,557.0,14.0,313.0,257.0,178.0,136.0,376.0,3.0,286173,266350,19823,572810,9546.0,8591.0,955.0,77007.0,315856.53116548056,433356.58808487747,0.69148999,0.90498,0.7101,1.46755,1.47991,1.58837,0.83995003,1.4651901,0.92767,1.43002,0.15459,-0.084069997,0.024460001,-0.03489,0.091710001,0.96411002,0.04606,0.0112
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",229.0,207.0,22.0,107.0,121.0,155.0,30.0,64.0,2.0,201218,189845,11373,385807,3585.0,3424.0,161.0,78586.40380552971,223374.99932153392,344505.0531811775,1.1970405741295518,1.4191569013263108,1.3199357251942032,1.615515964666271,1.4932862766357273,1.673606718851654,1.4198350414326335,1.5648389339747593,1.4325679727946874,1.4558432678530977,0.06989431028729909,-0.06970751858006205,0.010154484745383573,-0.0264947213260931,0.10932733843605742,0.975813428951963,0.08916575583669037,0.020014032872638393
NM-500,Albuquerque CoC,1567.0,1154.0,413.0,1005.0,546.0,982.0,762.0,146.0,5.0,334317,312649,21668,674980,9446.0,8029.0,1417.0,53616.0,193533.08580140033,263107.199419615,0.66459,0.79860997,0.68756998,1.25278,1.18199,1.2873,0.7801300300000001,1.1113,0.80944002,1.11932,0.11865,-0.15837,0.013379999999999998,-0.055989999,0.076109998,0.9740399700000001,0.062309999,0.014020000000000001
